X1,X2,X3,X4,X5,Target
-0.588070683,-2.499097088,2.80195333,-0.397826106,0.959081911,2
-0.122140142,-0.943625605,-0.69812322,0.568208984,1.461509622,0
1.098530784,1.687841103,1.21993306,,1.398902076,3
0.063201608,-1.138400918,-0.755759795,0.492685992,2.689014334,0
-0.156469601,1.145347237,-2.284409805,0.944359715,-2.009536026,1
0.944682225,1.866005135,0.678199208,-1.320867631,0.56576225,3
0.835972405,1.449142605,-1.238174891,-0.305186802,1.552983862,1
-0.56393768,-0.994589918,2.501839168,-0.542236399,-1.627996188,2
-0.325972363,-0.979544179,1.107674474,-0.090420835,-0.061747112,2
-1.489655644,-2.41566043,-1.851538581,2.343571254,-1.587804179,0
-0.197740284,1.566911988,-3.831546948,1.598339407,-2.415530977,1
0.921481719,1.69961344,-1.992649052,-0.071269451,1.751667013,1
0.099716952,-0.587420173,1.459874837,-0.628471423,1.013305489,2
0.097839713,0.861516734,0.54088692,-0.465292002,-1.36108012,3
-0.597315266,-1.707197536,-1.824324427,,1.138714352,0
0.942981824,1.993496001,-1.908798327,-0.17595093,1.270334586,1
0.667453727,1.325898946,-1.502041961,-0.041676929,1.113424575,1
0.765270593,1.204355084,3.435770713,-2.317295733,-0.028535338,2
-0.791233914,-1.620767306,-1.86974193,55,0.112199585,0
-0.824870108,0.128448195,-1.323190764,1.176643962,-3.505150985,1
-0.694861195,-1.080038542,0.589409688,0.430177201,-1.361592526,2
-0.449862152,-0.127866997,0.206356263,0.257964856,-1.883183986,3
-0.382491469,-2.024658599,1.415860026,-0.005994246,1.517954498,2
-0.011856968,-0.527409239,1.039281579,-0.367853045,0.548382532,2
0.189369328,0.535254224,1.811286339,-1.047874696,-0.802678185,3
0.467734006,0.627790709,-0.525852549,-0.214104258,1.149069849,1
0.680536156,1.130412581,-0.996438438,-0.245048785,1.351953227,1
0.543043817,0.212450515,-0.565988966,-0.178704544,2.281247524,1
0.599388367,0.952301718,0.809683892,-0.968700108,0.651840999,3
-0.040877031,1.482308002,-2.964131193,1.107544554,-1.862861024,1
-0.508418708,-1.118437417,-0.622359761,0.84674638,0.003055627,2
0.817633419,1.384438664,-1.554054927,-0.138161118,1.706320288,1
-0.544091145,-1.287415732,2.091144423,-0.320650713,-0.840545885,2
-0.147192587,-1.674340049,-0.732650374,0.729337351,2.723597509,0
0.419476097,1.97971156,-0.707606392,-0.332388254,-1.52602188,3
0.96517595,1.999493898,-1.161221412,-0.530121183,1.085505895,1
0.321062167,,-0.598070722,-0.160675831,-0.415810144,1
0.202663451,0.730797934,0.123472625,-0.330999973,-0.487141814,1
0.290419931,0.418533298,-0.517666254,-0.051793488,0.73006906,1
0.141661314,-0.348723062,-1.031362343,0.422031879,1.673716292,0
-0.462420764,0.11302293,-0.250263798,0.430971057,-2.222033947,1
-0.148858957,0.881912527,-1.558843201,,-1.749906893,1
0.68747056,0.924589369,-0.966946241,-0.227559856,1.756677155,1
0.627745215,-0.121138786,-1.469812321,0.224831754,3.620831826,0
0.13310686,0.90182311,-0.749431053,0.083425808,-0.801969548,1
-1.302872046,-2.878524111,-1.812221317,2.26999179,0.110838966,0
-0.249287546,-0.62503746,0.93045916,-0.128327451,-0.309324972,2
,-0.149543956,-0.68579048,0.526807107,-0.662331655,0
-0.420896859,0.321534298,-0.776727848,0.601577304,-2.228854152,1
0.463065802,1.639454124,0.422344991,-0.814210561,-1.107953249,3
-0.031982926,-0.611742122,-1.112814071,,1.404635649,0
-1.406656374,-3.067051193,-2.272946895,2.586291169,0.159797548,0
0.371412841,1.022989914,-0.21421201,-0.353002511,-0.140808826,1
-0.676155965,-0.821331171,-0.569711502,0.893832402,-1.333478015,0
-0.497111026,-1.420027645,1.241212954,0.051156577,-0.067288279,2
0.161830552,-0.40437085,1.270881194,-0.620561873,1.023684031,2
0.554882889,0.778461913,3.069426538,-1.924300552,-0.056201189,3
-0.142722933,0.614467459,-0.834625322,0.373402959,-1.489006522,1
-0.806409665,-1.474229342,-1.427037507,1.489083325,-0.392825553,0
-0.78251119,-1.277394757,2.319062181,-0.250908881,-2.027282758,2
-0.861992405,-0.88631664,-0.440993116,0.982923215,-2.10468647,2
-0.3014841,-1.001407388,2.1952608,-0.59464649,-0.309041254,2
0.280327365,1.085279926,-1.029481051,0.070116949,-0.371843231,1
0.012479652,-0.371705207,-1.691674521,0.818003523,1.371605657,0
0.953797833,1.340656416,1.178229379,-1.461379571,1.403743884,3
0.058823642,0.905024568,0.309873026,-0.340251517,-1.534851092,0
-0.090595242,-1.118524865,1.974744163,-0.628955766,0.94958345,2
-0.181829749,0.190430988,-0.138096396,0.161924255,-1.131536255,0
0.275514322,1.382498866,-0.362749643,-0.27860581,-1.193157443,3
-0.343842337,0.325563844,-0.247780078,0.306195199,-2.080206671,3
0.384815391,0.17646125,-0.105346595,-0.264423402,1.459587582,1
-0.048820439,0.984131478,-1.086750511,0.354035868,-1.659045298,1
0.214775563,1.381595794,-2.110379325,0.553532245,-0.825826768,1
-0.69042769,-1.030585908,0.245486145,0.573320559,-1.307377115,1
0.686173603,1.025958738,-0.85658267,-0.294004414,1.521111537,1
-0.339152954,-1.606738754,1.497422917,-0.147203687,0.905357997,2
-0.377309643,-1.419920057,-1.637825108,1.26109649,1.534802054,0
0.834681037,1.194577457,1.027315574,-1.280892789,1.189982113,3
0.508959534,0.162528827,-0.740435171,-0.066488805,2.283447452,0
-0.10414841,-0.880878033,-0.82636123,0.601927796,1.473363437,2
-1.031034492,-2.120743023,-1.461482728,1.781328409,-0.19551722,0
0.838789053,1.10495477,1.224169042,-1.357001044,1.303578504,3
-0.380453445,0.122886761,-0.677293287,0.561812189,-1.710809242,0
-0.20503546,-1.343748144,-0.50675845,0.612221199,1.760753927,2
-1.007691913,-1.690833229,-1.448918446,1.683736371,-0.896082832,2
0.340376213,1.169068747,-0.735201146,-0.120973578,-0.363158736,1
0.885127259,0.202080509,-1.587165875,0.033369337,4.231449088,0
0.020299896,-0.134965055,-0.650160465,0.301680611,0.582933451,0
-1.575041005,-3.123622308,-1.944233134,2.571033653,-0.621195732,0
-0.192812542,1.122378992,-2.18370785,0.92953083,-2.168956049,1
-0.804894257,-1.928932937,-1.455604402,1.580042819,0.472930652,0
-0.977431867,-1.500228181,-1.57358881,1.68461543,-1.068295898,0
0.372296759,1.024527251,-1.164879916,0.074520053,0.209512201,1
-0.766496556,-1.872242332,-1.845909806,1.718012372,0.685145529,0
1.224353088,2.593632476,-0.210972408,-1.25121422,0.806696345,2
-0.768454577,-0.871844369,0.960016734,0.280667812,-2.220855329,2
-0.458365232,-0.924480762,2.431125258,-0.59971518,-1.252690383,2
-0.047058807,0.183800306,0.547525548,-0.244380074,-0.758051004,3
-0.170475646,-1.238088491,1.460599834,-0.318058606,0.998206697,2
0.87669724,1.657409311,-0.872136459,-0.53617692,1.215180165,1
0.134392797,-0.697619653,1.857409182,-0.813771023,1.230607391,2
-0.588701962,-0.798763752,-0.662548208,0.867841989,-0.943747103,2
0.264566469,-0.145846738,2.602827149,-1.340917762,0.519369863,2
-0.808848366,-1.976162097,-1.534498861,1.626712728,0.572043185,0
-0.741633503,-0.933709759,0.779967018,0.352988304,-1.917317042,3
-1.466775669,-3.311214808,-1.924420868,2.515672088,0.213919808,0
-0.607220864,1.05220968,-3.302287581,1.748649427,-3.511913797,1
0.15848711,-0.00074122,0.778012961,-0.466296089,0.436423274,3
0.829003761,1.438835669,3.280073792,-2.334532735,-0.118979393,3
-0.403427437,-1.753409547,0.447907001,0.398287163,1.272168087,2
-1.675361585,-3.023167074,-2.388996672,2.827278622,-1.101521033,0
0.506915434,1.034694475,-0.664875121,-0.25094678,0.619138962,1
1.316286505,2.065900043,1.21524942,-1.869227615,1.685599331,3
0.357596561,0.105203924,1.129137259,-0.788468553,1.01533511,3
-0.960175707,-1.573343754,-1.355621343,1.586510091,-0.933455463,0
0.053167419,-0.939474126,-2.342883977,1.180638817,2.855159965,0
-1.318730671,-2.233578894,-1.629943589,2.087106531,-1.231552969,0
-0.06676348,0.62767828,-0.650314227,0.23253885,-1.23588847,1
0.81370787,1.284115463,1.022376117,-1.278936815,0.929353635,3
-0.019166603,-0.376050378,0.359627766,-0.08257473,0.482366793,1
-0.166649174,-0.621726726,0.82963967,-0.143847915,0.097365079,3
0.119845912,1.368040601,-2.536552443,0.817316588,-1.07574518,1
-0.204451109,-0.778198053,0.763562661,-0.059197448,0.241651478,3
-0.219159913,-0.540450591,-0.85789369,0.640882208,0.326716485,0
-0.857564535,-0.985852675,-0.854506482,1.183380946,-1.746958711,0
-0.253590205,-0.835252566,0.898683201,-0.074251583,0.074990412,3
-0.908990179,-2.48706566,-0.880444088,1.494100267,0.829601978,1
0.873137009,1.378031044,-1.467560361,-0.216579434,1.938935936,1
0.503920998,1.039256703,-1.39261844,0.078417587,0.864299971,1
0.352070029,0.646712039,2.402646541,-1.452671847,-0.487873689,3
1.136025575,1.5935916,0.857952645,-1.494238229,1.878226479,1
-0.109252593,-1.362921734,-2.543716752,1.463569514,2.980296723,0
-0.614082532,-1.012186737,-2.179131819,1.607033349,-0.10395573,2
0.85399022,2.991641055,-0.743373309,-0.809989228,-1.424752259,3
-0.164606527,-1.22903045,0.37963053,0.163234418,1.405026598,2
1.421685454,2.201248058,1.176241822,-1.952230861,1.926750065,3
-0.056029039,-0.474161895,-1.581565511,0.836281142,1.21074857,0
0.126051128,0.647720166,1.03414334,-0.670964496,-1.015047654,3
0.669366205,2.150976429,0.398619378,-1.043340571,-1.115372413,3
-0.685553668,0.681537792,-2.817093644,1.651779239,-3.354787452,1
0.548098441,0.853338093,-0.436153138,-0.352529539,1.06080045,1
0.42308864,-0.082816213,0.095565018,-0.337775909,2.043612728,0
-0.702557063,-0.924853049,0.394054108,0.496813269,-1.61438159,2
0.61283316,1.500616972,-0.739200226,-0.375986417,0.258845168,1
-0.365293358,-1.693078895,-0.084234651,0.59973651,1.528487342,2
1.298052154,1.715459118,1.355114151,-1.857903423,2.205141074,3
0.824292353,0.851704908,1.241456153,-1.310092984,1.703804257,3
0.207271718,-0.085493076,1.042119553,-0.606204649,0.71941857,2
-0.847841975,-1.419934316,-1.434000675,1.513037892,-0.680003168,0
-0.499889054,-1.23287688,-1.005921592,1.033304537,0.396243705,2
1.070319915,2.283040227,0.600230371,-1.450159242,0.387705273,3
-0.083117964,-0.694808804,2.961903811,-1.153096546,-0.169538674,3
0.454448454,0.263637044,3.914479007,-2.142092919,0.137191777,2
-0.654647362,-0.664390911,-0.750129631,0.93209266,-1.462206202,0
-0.578832983,-0.812426564,-1.151386038,1.083314586,-0.693827105,0
0.554215955,1.159263688,0.210062322,-0.701509235,0.280488808,1
1.991547083,3.431825595,1.30418134,-2.64058173,2.175502597,3
1.158511082,2.274435791,0.803944649,-1.604905492,0.730028527,3
-0.199605576,-1.205075907,1.168912169,-0.171069821,0.911264137,2
-0.733983176,-0.670476191,-1.51594664,1.336249155,-1.530394092,1
-0.690150183,-0.782489762,-0.002414648,0.64162973,-1.677954031,2
0.21202231,-0.123133172,0.383437608,-0.306272923,1.053178117,1
1.310685573,2.541795326,2.063513682,-2.330304657,0.460658123,2
-0.696366981,-0.885796448,-0.210507471,0.757945152,-1.43705138,2
-0.94973972,-1.478513973,-1.031871586,1.416465321,-1.181832853,0
0.623417743,2.399200095,-0.885769563,-0.4741658,-1.315731732,3
-0.355818382,-0.965437576,0.502967825,0.201451704,-0.001703992,2
-0.227547889,-1.505222087,2.333339367,-0.623150059,0.916506012,2
0.43776798,0.984481484,1.584676351,-1.205480845,-0.427890305,3
-0.919920055,-1.196984689,-1.142517881,1.395510302,-1.530843261,0
1.197547568,1.772730598,1.107995647,-1.683075404,1.731957099,3
0.089437819,-0.994057185,5.268115199,-2.266394072,0.326524414,3
-0.410875599,-0.871748215,1.938612613,-0.421637743,-0.954201263,2
0.80832051,1.379984054,-1.851612045,0.003518863,1.781565961,1
-0.727831922,-1.048595807,1.024999505,0.252484583,-1.730194556,2
-0.566516535,-1.072332867,1.062796438,0.121719127,-0.966130649,2
0.405039473,0.206138251,-0.627172262,-0.049198409,1.687856303,1
-0.56903886,0.640005851,-1.922515035,1.170722127,-3.075960326,1
-0.646405115,0.519220167,-2.316393705,1.425795199,-3.05779489,1
-0.297299741,-1.11475151,-0.972641109,0.849710374,1.084996729,0
-0.257674023,-1.546330394,1.621644888,-0.273240407,1.117588834,2
-0.550584983,-1.095147004,1.994716393,-0.305934978,-1.193391835,2
-0.682746439,-1.484826542,-0.26244443,0.875728472,-0.238377862,0
-0.381810958,-0.328239104,1.133898858,-0.174873895,-1.540516412,3
-0.877763157,-1.215827345,-0.822693718,1.223855203,-1.421426392,0
-0.637609766,-0.999785388,3.49716673,-0.93606561,-2.31893376,2
-0.102477805,-0.553405359,0.739202142,-0.161876664,0.294959653,3
0.667738543,1.087911864,2.97116617,-2.016370816,-0.08420869,2
0.546202142,1.656334536,-1.556562203,0.013936903,-0.034516482,1
1.016135917,1.640493267,1.072525513,-1.51151019,1.166653455,3
-0.51864084,-2.030836871,-0.155555328,0.802747335,1.487440392,2
-0.62866709,-1.420767664,0.652696163,0.412633407,-0.448065918,2
-0.083972155,-0.959671616,1.80823488,-0.586420803,0.744478548,2
0.053179069,0.591202269,1.381592806,-0.764461487,-1.368632808,3
0.312946855,-0.522588335,-0.833150829,0.23783466,2.704310369,0
-0.097225715,-0.035153864,1.871904791,-0.766447831,-1.064120112,3
-0.386611445,-0.752052079,0.253561861,0.299186345,-0.448274209,2
-0.500616478,-1.921436036,-0.425971553,0.892392288,1.464618805,2
0.686683449,1.500332821,0.799587272,-1.123379081,0.030065806,3
0.502422322,1.165276963,1.424488837,-1.212017179,-0.41233153,3
1.245461931,2.376288597,-2.775173025,-0.073179585,2.250013495,1
0.152974254,-0.356780907,0.757398956,-0.390969085,1.083210044,2
-0.764782317,-0.967823133,1.375806511,0.107317224,-2.177794548,2
0.964666775,1.71982775,0.895599421,-1.407986172,0.849536148,3
0.242758174,0.538025283,1.925636117,-1.138899921,-0.607036531,3
-0.029268379,-0.165921628,0.698387972,-0.264459057,-0.080050246,3
-0.266744422,-0.619274212,-1.277107116,0.878304478,0.41134221,0
0.802726999,1.527007944,1.92183705,-1.718575253,0.09587006,2
-0.14867081,-0.943404569,3.694334759,-1.391987549,-0.272862531,3
0.651807664,0.685306835,-1.358557867,0.016658582,2.184763529,1
-0.48236592,-0.903895541,1.896928797,-0.345018616,-1.204048019,2
-0.658518104,-1.037911022,-1.300843931,1.248163833,-0.58063701,0
0.17225467,0.965030218,0.348469205,-0.450975164,-1.145102179,3
0.597951426,0.73757926,1.558002166,-1.267497028,0.771079701,2
0.619291455,0.907711523,-1.312129318,-0.019241881,1.604872167,1
-0.959867774,-1.939999154,-2.116579586,1.993082859,0.031530441,0
1.188934746,1.620352243,1.359776995,-1.763713687,1.884612639,3
-0.813281013,-3.211209232,0.856121286,0.767673573,1.978149206,2
-0.394357523,0.361252049,0.192968169,0.138257358,-2.538416164,0
0.447580595,1.520228023,0.708071158,-0.910899269,-1.060875135,3
0.529532954,0.683866874,1.006812055,-0.95974805,0.762574825,3
0.811908075,1.34440958,-1.965483984,0.058411856,1.906079712,1
-0.63887097,-0.496496185,-0.137950595,0.615434684,-1.928554605,0
-0.378529982,-1.719661999,0.067293481,0.545748723,1.46223091,2
0.636244033,0.982188037,0.659264911,-0.933044819,0.818945843,1
-0.098738109,0.379222235,0.493131063,-0.216141782,-1.337720912,3
-0.640368167,-0.823376647,-0.742797254,0.946044471,-1.103327214,0
0.058863059,-0.424580763,-0.32483285,0.177329695,1.179184717,2
0.128926555,1.025263654,0.248198238,-0.384618779,-1.417710691,3
-0.646725525,-0.974195106,3.872881674,-1.103184945,-2.546133305,2
0.325387554,1.163680155,0.746964793,-0.777049174,-0.965655295,3
1.475579044,2.409516916,3.493904298,-3.072378775,0.932024629,3
-0.054153079,-0.333863781,2.703740951,-1.120777218,-0.616426902,3
1.445239095,2.26193722,-2.676656322,-0.243630114,3.335764335,1
0.001017837,-0.793870271,1.89830289,-0.717986331,0.788582991,2
-0.536517876,-0.644263689,-0.667840353,0.805190306,-0.992732851,0
-1.296892259,-2.611944551,-1.988262993,2.298530798,-0.294682925,3
-0.731192441,-2.690117831,1.540190855,0.30865177,1.127998997,2
-0.741527623,-0.961747846,-1.050196168,1.18259117,-1.192325175,0
0.182657894,1.093403107,-0.930955129,0.095662216,-0.867384994,1
-0.85827414,-1.207530491,-1.128171572,1.345839745,-1.236072359,0
-1.175537629,-2.885402652,-2.093991191,2.305137242,0.80627734,0
-0.351680938,-1.575699802,1.521520502,-0.15431593,0.781618754,2
-0.8228889,-1.530705589,-1.366076578,1.483486835,-0.384791318,0
-1.334791986,-2.690541709,-1.93368909,2.315316346,-0.340450173,0
0.31094323,1.721639074,-2.783836983,0.727550236,-0.775547605,1
-0.216076921,-1.166868693,0.203207486,0.269523496,1.119759175,2
0.178183244,0.895937498,-0.552751831,-0.037121507,-0.658220067,1
-0.327112686,-1.719250148,-1.526587541,1.226420842,2.280721119,0
-0.366642167,-0.622481249,-0.523496279,0.61222496,-0.313799212,0
0.690720391,0.233475525,-0.393370956,-0.368060268,2.850248543,0
-1.278247455,-2.664341583,-2.09689022,2.342988403,-0.072228533,0
-1.169526414,-2.137276706,-1.912063822,2.088460336,-0.629033822,0
-1.30862566,-3.001283202,-1.921504943,2.344826473,0.353850389,0
-0.729146057,-0.902319577,-1.210419312,1.235401865,-1.188045436,0
-0.7061751,-0.964062533,1.031482896,0.219016519,-1.791800704,2
-0.335392396,-1.438608002,-1.508450662,1.17541925,1.712790314,0
1.151651091,2.408613291,1.617875168,-1.990074872,0.149537986,3
-0.30281676,-1.46461207,-2.175810851,1.45690495,2.154574758,0
0.015610649,1.447896457,-2.634979386,0.923926465,-1.662646095,1
0.541891147,1.190542073,1.525918896,-1.290966808,-0.317221233,3
0.810649628,2.037787001,-1.55995459,-0.244188684,0.457727976,1
1.13793868,1.991452075,0.99178926,-1.625244567,1.095454848,3
0.07115409,-1.011823963,-1.189894353,0.660481264,2.648471257,0
-0.577425608,-2.128855898,1.573678898,0.083458408,0.76784188,2
0.954431405,1.062899054,1.219665808,-1.432141541,1.909637315,3
1.114666634,1.930411713,3.421259738,-2.692495782,0.211185011,2
1.220117489,2.014587788,-2.672818915,-0.037794467,2.772004276,1
0.626936855,0.43262134,0.014447825,-0.539931528,2.038815386,1
0.23724874,0.855982341,1.150721008,-0.841020894,-0.940710386,3
-0.643806553,-0.807614676,2.029681731,-0.303657559,-2.166672514,2
1.466719575,2.286329855,1.197694001,-2.00962113,1.964942023,3
-0.02648923,0.690986084,-0.813751474,0.265742476,-1.1108113,1
-0.705727266,-1.101113649,-1.940499303,1.581937513,-0.442483611,0
-0.538685739,-2.053997531,-0.338121765,0.9037039,1.50654366,2
-0.719106422,-0.232583143,-1.068252925,1.047353155,-2.444174973,0
0.692209872,1.314412641,0.008464503,-0.738502401,0.692654181,0
-0.930067687,-1.829945497,-1.282248509,1.576135248,-0.344714338,0
-0.157793334,-1.394547299,1.292568086,-0.224349024,1.409517653,2
-0.961190095,-1.837354086,-1.654258897,1.767818642,-0.33580046,0
0.950553006,1.600707159,0.987190692,-1.418204805,0.973958167,3
-0.359482235,-1.195433328,1.080611571,-0.016140426,0.198589986,2
0.456900258,0.512960387,0.882948639,-0.82109177,0.796608734,2
-1.881156458,-2.960542834,-1.782232979,2.693287253,-2.377170691,0
0.806817953,1.138231483,1.221391173,-1.338184914,1.097108345,1
0.301115748,1.224153923,0.588162731,-0.698280081,-1.130546798,3
0.064970475,-0.362670394,0.964423083,-0.418942336,0.617921878,3
0.204713085,1.146812403,0.384602255,-0.522634782,-1.34991692,3
1.045864348,1.439635213,1.13930764,-1.528345947,1.65208406,3
-0.092548717,0.22740293,0.639316745,-0.260104074,-1.080004262,1
-0.995160575,-2.055946475,-1.082026003,1.572822619,-0.292628976,0
-0.78819714,-1.181385076,0.549380814,0.534064023,-1.582290746,2
-0.004143097,-0.664825773,0.096997344,0.07510155,1.185942624,2
-0.713956012,-1.385409814,-0.659777891,1.060282853,-0.419870905,0
0.530761819,0.861295734,0.969571921,-0.974764505,0.450800274,2
-0.357226892,-1.598480745,1.659855737,-0.208639505,0.748090943,2
-0.137637975,-1.552198424,2.569226271,-0.786968344,1.326422552,2
0.246703039,0.226926947,-0.325897683,-0.072904915,0.818304527,1
-0.812402237,-0.014929014,-0.850340132,0.979406349,-3.354611219,3
1.68381916,2.948020053,1.133971749,-2.25477006,1.741148972,3
0.904582189,1.932038131,-1.373522664,-0.378422328,1.013759631,1
0.146109891,-0.596926894,-1.157041208,0.518648943,2.203199723,0
-0.412397617,-0.826741804,-0.195029818,0.533201464,-0.261432787,0
-0.787525108,-2.060828652,-2.710113287,2.155691065,1.258778631,0
0.017689613,1.32535938,0.412538834,-0.429671802,-2.543883273,0
-0.61722248,-1.088640745,0.656240231,0.344829947,-1.016989919,2
1.034816834,1.98698371,-1.527904319,-0.413573278,1.560250424,1
0.537234812,0.324451496,3.950672713,-2.229484069,0.386942847,3
0.811087784,1.431827715,-1.381641396,-0.219333304,1.524808386,1
-0.763530912,-1.076154224,1.70708336,-0.02402592,-2.091656541,2
-0.629103803,-0.116017361,-0.301426256,0.615706286,-2.533976653,0
0.464809982,0.078305285,4.147372663,-2.222343529,0.444562864,3
-0.388715578,-1.00744943,-2.052289602,1.384379288,0.865581236,0
0.170622247,0.286424821,1.670254894,-0.927281763,-0.371882047,2
1.421868548,2.218766827,1.168700479,-1.952017114,1.897666643,3
-0.039945599,0.148623656,1.568274218,-0.703470242,-1.034977966,3
0.329708113,0.971737543,-0.381513065,-0.238207204,-0.173408081,1
-0.259758341,-0.86967273,-1.012681704,0.797641999,0.813180144,0
0.695756757,0.810658103,-0.967919578,-0.213332936,2.007289493,1
-0.588075203,-0.275371948,-0.514839884,0.709661072,-1.971676386,0
-0.34667754,-1.421984103,1.030844487,0.036388994,0.697795716,2
-0.51578069,-0.350285366,-0.569550768,0.694542438,-1.483016909,0
-0.348844858,-1.482443033,-0.118510175,0.566480286,1.222885854,2
-0.056542,0.165791355,1.530093132,-0.677126983,-1.128465477,3
0.361884785,1.29604636,-0.619321419,-0.211027045,-0.544810457,1
0.959650474,1.345262146,1.227976107,-1.488877259,1.403496928,3
-0.499335222,-1.148131711,-0.303257681,0.701471865,-0.017432705,2
-0.613916102,-1.108529308,-0.219574497,0.740580155,-0.643168531,2
0.714022079,1.734351633,0.665096307,-1.123500713,-0.232826851,3
-0.696165464,-1.02382878,-0.272630954,0.809835137,-1.155781204,2
0.492521045,0.149736863,1.273016216,-0.959649338,1.493035091,3
0.988765315,1.425446205,-2.334243559,0.081265233,2.694667586,1
0.830468644,1.758694925,-1.677428129,-0.157120382,1.11173239,1
0.691471364,0.808547345,-1.160216254,-0.123172113,2.062366162,1
-0.145200125,0.440486271,0.001076254,0.028889574,-1.48260753,1
0.429259026,1.225558189,0.060701367,-0.554442752,-0.356643911,1
0.185272307,0.766050376,-0.280912406,-0.142189115,-0.483483289,1
1.116756797,2.24223142,1.05700907,-1.682836942,0.507269356,3
-0.144518972,0.843984006,-0.066395842,-0.011474927,-2.207561509,0
-0.551413294,-1.686072179,-0.380830305,0.868171757,0.777881684,0
0.443427325,0.77670084,-0.51411352,-0.227569536,0.75638015,1
0.303363573,0.802195649,0.435361334,-0.557570167,-0.276924892,1
-0.564311765,-1.313436371,-0.10116682,0.686661168,-0.078749745,0
0.572250719,0.504145572,3.629383874,-2.141569843,0.328932358,3
0.747102032,1.620758196,-1.093099135,-0.335523502,0.775323894,1
0.33252281,-0.008924616,-0.258805196,-0.124769313,1.624012979,1
0.129531921,0.896452305,-0.588181762,0.014303258,-0.867432596,1
-0.185450368,-1.193617842,1.630757088,-0.391546938,0.784633286,2
-0.13456831,-0.778491582,2.184605154,-0.750625643,0.038091942,2
-0.828451006,-1.434432139,-1.44935391,1.508314014,-0.559124862,0
-0.114945208,0.676302015,-0.788932119,0.321745281,-1.494825692,1
0.15062978,0.638039411,0.055093726,-0.246010059,-0.525608913,1
-0.188464982,-0.167058208,0.520470554,-0.067761732,-0.736604878,3
0.652761667,0.483287756,1.117491578,-1.06473189,1.656598978,3
-1.201718749,-1.961556054,-1.220738184,1.769819015,-1.357213817,0
-0.472169255,-1.084842096,1.645055985,-0.207443495,-0.727559394,2
0.167437195,0.125202669,-0.287660384,-0.014504779,0.633555308,1
1.119821857,2.302774709,-1.241381763,-0.659808323,1.252421701,1
-0.38977786,-1.520025267,-0.669968018,0.851458287,1.309387412,2
-0.372622197,0.811458579,0.174787076,0.0521607,-3.272868126,0
-0.900901375,-0.755088904,1.188891678,0.253959331,-3.125121954,2
0.432591362,0.606197812,0.878402336,-0.817520018,0.513762781,1
0.37575966,1.003583397,1.486099394,-1.119075546,-0.709336202,3
-0.695625685,-1.081570694,-0.153703848,0.765900539,-1.089273774,2
0.081678078,0.89511051,-0.479267952,0.000417504,-1.12257,1
0.630273167,1.085912441,-1.421005279,-0.009234738,1.362323853,1
